id,level,prompt,expected_table_count,expected_joins,status,before_status,readiness_status,readiness_reason,live_status,live_reason,model_calls,seconds
P09389,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Haziran 2025 toptan satış satırı sayısı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0252
P09390,5,"Haziran 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satış satırı sayısı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0254
P09391,5,"Haziran 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satış satırı sayısı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0234
P09392,5,"Haziran 2025 dönemindeki perakende satış satırı sayısı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0259
P09393,5,"Haziran 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında net satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0241
P09394,5,"Haziran 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.026
P09395,5,"Haziran 2025 dönemindeki net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0252
P09396,5,"Haziran 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0266
P09397,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Haziran 2025 toptan net satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0275
P09398,5,"Haziran 2025 dönemindeki toptan net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0283
P09399,5,"Haziran 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende net satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0242
P09400,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Haziran 2025 perakende net satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0265
P09401,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satılan adet nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.024
P09402,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.027
P09403,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Temmuz 2025 satılan adet hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0218
P09404,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.025
P09405,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satılan adet göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0226
P09406,5,"Temmuz 2025 dönemindeki toptan satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0255
P09407,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satılan adet nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P09408,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 perakende satılan adet hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0264
P09409,5,"Temmuz 2025 dönemindeki perakende satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.023
P09410,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0241
P09411,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Temmuz 2025 satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0221
P09412,5,"Temmuz 2025 dönemindeki satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0245
P09413,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0229
P09414,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 toptan satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0246
P09415,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.023
P09416,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0246
P09417,5,"Temmuz 2025 dönemindeki perakende satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0253
P09418,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0267
P09419,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satış satırı sayısı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0256
P09420,5,"Temmuz 2025 dönemindeki satış satırı sayısı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0255
P09421,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satış satırı sayısı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.028
P09422,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 toptan satış satırı sayısı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.038
P09423,5,"Temmuz 2025 dönemindeki toptan satış satırı sayısı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0315
P09424,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satış satırı sayısı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.1847
P09425,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Temmuz 2025 perakende satış satırı sayısı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0231
P09426,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0258
P09427,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında net satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0254
P09428,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 net satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0256
P09429,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan net satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0242
P09430,5,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0259
P09431,5,"Temmuz 2025 dönemindeki toptan net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0247
P09432,5,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende net satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.026
P09433,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Temmuz 2025 perakende net satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0244
P09434,5,"Temmuz 2025 dönemindeki perakende net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0298
P09435,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satılan adet nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0257
P09436,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Ağustos 2025 satılan adet hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0293
P09437,5,"Ağustos 2025 dönemindeki satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P09438,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0249
P09439,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Ağustos 2025 toptan satılan adet hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0242
P09440,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satılan adet nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.028
P09441,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satılan adet göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0338
P09442,5,"Ağustos 2025 dönemindeki perakende satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0295
P09443,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0242
P09444,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0273
P09445,5,"Ağustos 2025 dönemindeki satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0256
P09446,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0283
P09447,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Ağustos 2025 toptan satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0267
P09448,5,"Ağustos 2025 dönemindeki toptan satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0275
P09449,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0246
P09450,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Ağustos 2025 perakende satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0272
P09451,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satış satırı sayısı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.024
P09452,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0271
P09453,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Ağustos 2025 satış satırı sayısı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0646
P09454,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış satırı sayısı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0264
P09455,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satış satırı sayısı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0251
P09456,5,"Ağustos 2025 dönemindeki toptan satış satırı sayısı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0268
P09457,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende satış satırı sayısı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0256
P09458,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Ağustos 2025 perakende satış satırı sayısı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0269
P09459,5,"Ağustos 2025 dönemindeki perakende satış satırı sayısı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0277
P09460,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0293
P09461,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Ağustos 2025 net satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0264
P09462,5,"Ağustos 2025 dönemindeki net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0279
P09463,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan net satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0268
P09464,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Ağustos 2025 toptan net satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0283
P09465,5,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında perakende net satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0437
P09466,5,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende net satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0312
P09467,5,"Ağustos 2025 dönemindeki perakende net satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0285
P09468,5,"Eylül 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0255
P09469,5,"Eylül 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satılan adet göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0262
P09470,5,"Eylül 2025 dönemindeki satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0276
P09471,5,"Eylül 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satılan adet nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0244
P09472,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Eylül 2025 toptan satılan adet hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0255
P09473,5,"Eylül 2025 dönemindeki toptan satılan adet bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.023
P09474,5,"Eylül 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satılan adet göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0252
P09475,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Eylül 2025 perakende satılan adet hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0234
P09476,5,"Eylül 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0256
P09477,5,"Eylül 2025 için müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında satış tutarı göster.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0228
P09478,5,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Eylül 2025 satış tutarı hesapla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0239
P09479,5,"Eylül 2025 müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında toptan satış tutarı nedir?",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0228
P09480,5,"Eylül 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış tutarı göster.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0247
P09481,5,"Eylül 2025 dönemindeki toptan satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında raporla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0238
P09482,5,"Eylül 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında perakende satış tutarı nedir?",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,group column on UNITSETL cannot be joined to INVOICE,NOT_LIVE_TESTED,,0,0.0245
P09483,5,"Müşteri, ürün, ödeme planı, satış temsilcisi ve teslimat şehri bazında Eylül 2025 perakende satış tutarı hesapla.",7,6,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0248
P09484,5,"Eylül 2025 dönemindeki perakende satış tutarı bilgisini müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında raporla.",8,7,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0251
